Season No.,Episode No.,Episode Name,Character,Line
4,19,The Zarnecki Incursion,Sheldon,Sure.
4,19,The Zarnecki Incursion,Sheldon,Fine. Leonard?
4,19,The Zarnecki Incursion,Leonard,"Oh, geez, I don’t know if I can ditch Priya two nights in a row."
4,19,The Zarnecki Incursion,Leonard,"Aw, screw it. I’m in."
4,19,The Zarnecki Incursion,Sheldon,"One moment. (Places a tissue on their hands before adding his own) I’m hell-bent on catching a cyber criminal, not the common cold."
4,19,The Zarnecki Incursion,Sheldon,"I’m sorry, I thought this delay was so you could watch Wheel of Fortune with your mother."
4,19,The Zarnecki Incursion,Leonard,That’s incredible.
4,19,The Zarnecki Incursion,Leonard,"Hit the… Hey, sweetie. Yeah, I’m sorry. I’m gonna be working late. I, I, I miss you, too. Okay, sure, I’ll call you when I get home. Okay, bye-bye."
4,19,The Zarnecki Incursion,Leonard,Cover for me.
4,19,The Zarnecki Incursion,Sheldon,That’s uncanny.
4,19,The Zarnecki Incursion,Leonard,I can’t believe we’re going all the way to San Diego to confront this guy.
4,19,The Zarnecki Incursion,Leonard,Totally.
4,19,The Zarnecki Incursion,Sheldon,"Sea World is better. It has Shamu, who is literally tons of fun. But for the moment, let’s stay focused on Todd Zarnecki."
4,19,The Zarnecki Incursion,Sheldon,"I almost feel sorry for the poor fool, sitting in his split-level suburban ranch, unaware that a vengeful horde is barrelling down the San Diego Freeway at 71 miles an hour. Ease up there, lead foot. You trying to get us killed?"
4,19,The Zarnecki Incursion,Sheldon,This says Beyonce Bootylicious Dance Mix.
4,19,The Zarnecki Incursion,Sheldon,We are winged fury! Which is still no excuse for going over the posted speed limit.
4,19,The Zarnecki Incursion,Sheldon,I always prefer the train.
4,19,The Zarnecki Incursion,Leonard,"Sheldon, let’s go."
4,19,The Zarnecki Incursion,Sheldon,Coming.
4,19,The Zarnecki Incursion,Sheldon,No weapon strikes more fear into a man’s heart than a Klingon bat’leth.
4,19,The Zarnecki Incursion,Leonard,"Okay, let’s get clear on something. We’re just going to tell this guy to transfer all of your stuff back into your account and then be on our way. No one’s bat’lething anybody."
4,19,The Zarnecki Incursion,Sheldon,So my blade shall not taste blood tonight?
4,19,The Zarnecki Incursion,Leonard,No.
4,19,The Zarnecki Incursion,Sheldon,"Well, now I just feel silly holding it."
4,19,The Zarnecki Incursion,Leonard,Come on.
4,19,The Zarnecki Incursion,Sheldon,Can I at least kick down the door?
4,19,The Zarnecki Incursion,Leonard,"You’re welcome to try, but the other day, it took you 15 minutes to get into a FedEx box. (Rings bell)"
4,19,The Zarnecki Incursion,Sheldon,Your doom!
4,19,The Zarnecki Incursion,Sheldon,Good point. Basket of puppies.
4,19,The Zarnecki Incursion,Leonard,"Uh, Sheldon?"
4,19,The Zarnecki Incursion,Sheldon,Are you Todd Zarnecki?
4,19,The Zarnecki Incursion,Sheldon,I am Sheldor of Azeroth. I want my things back.
4,19,The Zarnecki Incursion,Sheldon,Careful. That’s a collectible.
4,19,The Zarnecki Incursion,Sheldon,"Well, he’s even more cunning than we thought."
4,19,The Zarnecki Incursion,Sheldon,"You know, the joke’s on him. Without the certificate of authenticity, that bat’leth is worthless."
4,19,The Zarnecki Incursion,Leonard,Oh-oh.
4,19,The Zarnecki Incursion,Leonard,"Something’s wrong, I’m not getting any gas. Anybody know anything about internal combustion engines?"
4,19,The Zarnecki Incursion,Sheldon,Of course.
4,19,The Zarnecki Incursion,Leonard,Does anybody know how to fix an internal combustion engine?
4,19,The Zarnecki Incursion,Sheldon,No.
4,19,The Zarnecki Incursion,Leonard,"Well, we’d better call somebody to come pick us up."
4,19,The Zarnecki Incursion,Sheldon,It’d be swell if they had a train.
4,19,The Zarnecki Incursion,Sheldon,"Thank you, Penny."
4,19,The Zarnecki Incursion,Leonard,"Uh, I kind of told her I was working."
4,19,The Zarnecki Incursion,Leonard,"Yeah, she doesn’t really understand the whole Warcraft adventure-role-playing thing."
4,19,The Zarnecki Incursion,Sheldon,No. We failed in our noble quest.
4,19,The Zarnecki Incursion,Sheldon,Todd Zarnecki was mean.
4,19,The Zarnecki Incursion,Leonard,What are you doing?
4,19,The Zarnecki Incursion,Sheldon,"We did it! I said, we."
4,20,The Herb Garden Germination,Sheldon,Hysterical.
4,20,The Herb Garden Germination,Sheldon,Agreed. Wait till you hear how he dumbs down Werner Heisenberg for the crowd. You may actually believe you’re in a comedy club.
4,20,The Herb Garden Germination,Sheldon,Ba-dum-bump.
4,20,The Herb Garden Germination,Sheldon,"Really, Amy? Gossip? I’m disappointed in you."
4,20,The Herb Garden Germination,Sheldon,"Forgive my language, but poppycock."
4,20,The Herb Garden Germination,Sheldon,"Fine. In the parlance of the urban music scene, what’s the 4-1-1?"
4,20,The Herb Garden Germination,Sheldon,"I believe our nation’s tuna cans are safe. Excuse me. Dr. Greene, question?"
4,20,The Herb Garden Germination,Sheldon,You’ve dedicated your life’s work to educating the general populace about complex scientific ideas.
4,20,The Herb Garden Germination,Sheldon,"Have you ever considered trying to do something useful? Perhaps, reading to the elderly?"
4,20,The Herb Garden Germination,Sheldon,"Yeah, but not your books. Something they might enjoy. I kid, of course. Big fan."
4,20,The Herb Garden Germination,Leonard,Nice shot.
4,20,The Herb Garden Germination,Sheldon,Thank you. My father taught me archery as a child. It’s odd how the activity brings back the smell of Kmart bourbon.
4,20,The Herb Garden Germination,Leonard,Perfect.
4,20,The Herb Garden Germination,Sheldon,"I know. What an elf I would have made. Whoo, what do you think you’re doing?"
4,20,The Herb Garden Germination,Leonard,Shooting at a target?
4,20,The Herb Garden Germination,Sheldon,With what?
4,20,The Herb Garden Germination,Leonard,An arrow.
4,20,The Herb Garden Germination,Sheldon,Really? I didn’t see you draw one from your quiver.
4,20,The Herb Garden Germination,Leonard,"I’m not going to do that, Sheldon."
4,20,The Herb Garden Germination,Sheldon,"Leonard, the people at Nintendo can only go so far in helping us recreate an actual athletic experience. We have to do our part, too. (Leonard mimes drawing an arrow and stabbing Sheldon with it.) That was uncalled for, but I’ll play along. Ow! I had an unusual experience with Amy last night."
4,20,The Herb Garden Germination,Leonard,Really? How could you tell?
4,20,The Herb Garden Germination,Sheldon,She was attempting to engage me in gossip.
4,20,The Herb Garden Germination,Leonard,You don’t say?
4,20,The Herb Garden Germination,Sheldon,Yes. I think prolonged exposure to Penny has turned her into a bit of a Gabby Gertie.
4,20,The Herb Garden Germination,Leonard,"So, what’s the gossip?"
4,20,The Herb Garden Germination,Sheldon,"Oh, please, I was just pointing it out. I have no desire to engage in the activity."
4,20,The Herb Garden Germination,Leonard,"Fine, don’t tell me."
4,20,The Herb Garden Germination,Sheldon,"All right, get this. Bernadette is thinking about breaking up with Howard."
4,20,The Herb Garden Germination,Leonard,Oh. That’s too bad. I wonder what happened.
4,20,The Herb Garden Germination,Sheldon,"Mm, it’s hard to say. I can only speculate based on the data I collected watching my parents’ marriage implode. In that case, the woman dives into religion, while the man dives into a bottle-blonde bartender who tries to buy my love with action figures. Oop! Out of arrows."
4,20,The Herb Garden Germination,Leonard,"Boy, you sure get your money’s worth out of these games."
4,20,The Herb Garden Germination,Leonard,"– Priya, can I come in?"
4,20,The Herb Garden Germination,Leonard,"Oh, God."
4,20,The Herb Garden Germination,Leonard,It’s okay. You didn’t know. I’ll take care of it.
4,20,The Herb Garden Germination,Leonard,Sheldon doesn’t allow flossing that close to the mirror.
4,20,The Herb Garden Germination,Leonard,It’s a splatter thing. There’s a little piece of tape on the floor you’re supposed to stand behind.
4,20,The Herb Garden Germination,Leonard,"I know. Just do it. There’s a big inspection coming up, and I don’t want to lose my TV privileges."
4,20,The Herb Garden Germination,Leonard,"Mm, I don’t know. I get a lawyer, he gets a lawyer, it’s just easier to stand behind the tape."
4,20,The Herb Garden Germination,Leonard,"Yeah! Dodgers are baseball, right?"
4,20,The Herb Garden Germination,Leonard,"Mm, it’s complicated, but as I remember it, the essentials are, get chosen last, get hit by the ball, cry, go home."
4,20,The Herb Garden Germination,Leonard,"Well, it might not be a great idea to invite those two."
4,20,The Herb Garden Germination,Leonard,"Don’t tell anybody I told you, but I heard she might be breaking up with him."
4,20,The Herb Garden Germination,Leonard,Really? Who?
4,20,The Herb Garden Germination,Leonard,What? You’re kidding!
4,20,The Herb Garden Germination,Leonard,"Wow, that’s hard to believe."
4,20,The Herb Garden Germination,Leonard,"Oh, that one doesn’t apply to you. You sit."
4,20,The Herb Garden Germination,Leonard,Hey!
4,20,The Herb Garden Germination,Leonard,Not too bad. Did you hear about Howard and Bernadette?
4,20,The Herb Garden Germination,Leonard,I heard about it from Sheldon. He got it from Amy.
4,20,The Herb Garden Germination,Leonard,Do you think a sexually ambivalent Indian astrophysicist with selective mutism and alcohol issues is better than a hundred-pound Jewish guy who lives with his mom?
4,20,The Herb Garden Germination,Leonard,I didn’t say Raj. Who said Raj?
4,20,The Herb Garden Germination,Leonard,No.
4,20,The Herb Garden Germination,Leonard,I can’t say.
4,20,The Herb Garden Germination,Leonard,"Well, The point is, if this got out, it would destroy Howard and Raj’s friendship."
4,20,The Herb Garden Germination,Leonard,You’re the one who told Amy in the first place.
4,20,The Herb Garden Germination,Sheldon,I’ve been thinking about Dr. Greene’s efforts to make science palatable for the masses.
4,20,The Herb Garden Germination,Leonard,"Oh, yeah? What about it?"
4,20,The Herb Garden Germination,Sheldon,"That’s all. I’ve just been thinking about it. Now, I’m thinking about fractal equations. Now I’m thinking about the origin of the phrase train of thought. Now I’m thinking about trains."
4,20,The Herb Garden Germination,Leonard,Lucky bastard.
4,20,The Herb Garden Germination,Sheldon,Now I’m thinking about Jell-O.
4,20,The Herb Garden Germination,Leonard,"Whatever it is, we’re here for you. You can tell us anything."
4,20,The Herb Garden Germination,Leonard,Marry you?
4,20,The Herb Garden Germination,Leonard,"Oh, I’d wait."
4,20,The Herb Garden Germination,Leonard,"Man, he’s going to be blindsided."
4,20,The Herb Garden Germination,Sheldon,Why are you smiling?
4,20,The Herb Garden Germination,Leonard,"Yeah, Raj, why?"
4,20,The Herb Garden Germination,Sheldon,"Oh, I’m back to trains. Woo-woo."
4,20,The Herb Garden Germination,Sheldon,No.
4,20,The Herb Garden Germination,Sheldon,Have you learned anything?
4,20,The Herb Garden Germination,Sheldon,"If you don’t mind, I’d like to stop listening to you and start talking."
4,20,The Herb Garden Germination,Sheldon,Howard has announced his intention to propose marriage to Bernadette.
4,20,The Herb Garden Germination,Sheldon,"I know. The group consensus is that his proposal will be met with an humiliating, soul-crushing rejection. Everyone was set a-twitter. Although oddly, no one tweeted."
4,20,The Herb Garden Germination,Sheldon,"I’m familiar with everything, but go on."
4,20,The Herb Garden Germination,Sheldon,"I’m no stranger to memetic epidemiology. At Johnson Elementary School, the phrase Shelly Cooper’s a smelly pooper spread like wildfire."
4,20,The Herb Garden Germination,Sheldon,Your meme hypothesis does intrigue me. How might we examine this more closely?
4,20,The Herb Garden Germination,Sheldon,It’s one of the few forms of interaction with people that I don’t find repellent.
4,20,The Herb Garden Germination,Sheldon,And a second non-tantalizing piece to use as a control.
4,20,The Herb Garden Germination,Sheldon,"Look at you, getting me to engage in the social sciences. You’re a vixen, Amy Farrah Fowler."
4,20,The Herb Garden Germination,Leonard,Hey.
4,20,The Herb Garden Germination,Sheldon,Hey.
4,20,The Herb Garden Germination,Leonard,Hope you’re hungry.
4,20,The Herb Garden Germination,Sheldon,"Interesting. A friendly sentiment in this country, cruel taunt in the Sudan. It’s a lesson in context."
4,20,The Herb Garden Germination,Leonard,Will Amy be joining us for dinner?
